query,rank,score,relevance,reason,title,administration,agencies_affected,subject_matter,snippet
border wall funding,1,0.032787,3,Exact match on border wall funding,White House FY2020 Budget Proposal includes $8.6 billion in border wall funding,,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Border"", ""Interior""]",White House FY2020 Budget Proposal includes $8.6 billion in border wall funding
border wall funding,2,0.032258,2,Budget discussion clearly includes major wall funding though title emphasizes E-Verify,President Trump proposes cutting funding to E-Verify program,,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification""]","*********************************** Border Security and Immigration Enforcement Funding by Year: FYs 2014 - 2020 ($ billions) 2014 2015 2016 2017 2018 2019 2020 PB CBP $10.6 $10.9 $11.2 $12.1 $14.0 $15.0 $18.2 ICE $5.3 $6.0 $5.8 $6.4 $7.1 $7.6 $8.8 EOIR $0.3 $0.3 $0.4 $0.4 $0.5 $0.6 $0.7 UAC $0.9 $0.9 $0.9 $1.2 $1.3 $1.3 $1.3 DOD - - - - - - $3.6 Total $17.1 $18.1 $18.3 $20.1 $22.9 $24.5 $32.6 Department of Homeland Security. Overall 2020 funding for U.S. Customs and Border Protection (CBP) ($18.2 billion) and U.S. Immigration and Customs Enforcement (ICE) ($8.8 billion) is 19 percent higher than the FY 2019 level. The Budget proposes sizable investments in a border wall; border security technology and equipment; funding to hire additional CBP and ICE law enforcement officers; and increased capacity to detain and deport illegal aliens. • The Budget requests $5.4 billion in high priority investments in border security technology, infrastructure, and equipment to help CBP prevent, detec…"
border wall funding,3,0.031258,0,OMB funding pause is unrelated to border wall funding,"OMB temporarily pauses agency grant, loan, and financial assistance programs",,"[""Unspecified/Other""]",[],"The potential $3 trillion in financial assistance implicated by the freeze is a “breathtakingly large sum of money to suspend practically overnight.” ECF No. 30, at 24. And “[r]ather than taking a measured approach to identify purportedly wasteful spending, Defendants cut the fuel supply to a vast, complicated, nationwide machine—seemingly without any consideration for the consequences of that decision.” Id. Doing so was not—and could never be—rational, especially when the decision was made without grappling with its catastrophic effects or the logistical nightmare of its implementation.10 See Bus. Roundtable v. Sec. & Exch. Comm’n, 647 F.3d 1144, 1148 (D.C. Cir. 2011) (explaining that an agency’s failure to “apprise itself . . . of the economic consequences” of potential action is “arbitrary and capricious and not in accordance with law” (quoting Chamber of Com. of the U.S. v. Sec. & Exch. Comm’n, 412 F.3d 133, 144 (D.C. 10 Both Defendants and Amicus argue that “[t]emporary funding p…"
border wall funding,4,0.03125,1,Border policy related but not specifically about wall funding,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Prior to doing so, however, the Department ensured that these individuals received COVID-19 tests before crossing the border and entering the United States. The Department also worked in close partnership with nongovernmental organizations and local officials in border communities to connect migrants with short-term supports that facilitated their onward movement to final destinations away from the border. 100 The district court faulted the Secretary for not taking into account alleged warnings to members of the BidenHarris transition team by career DHS officials that terminating MPP would cause a spike in border encounters. Texas, 2021 WL 3603341, at *7. The Department is unaware of any such specific conversations, yet is aware of, and has taken into account, similar concerns raised by others. 101 See Texas, 2021 WL 3603341, at *9-10. 102 First Amended Complaint at 2, 38-39, Texas v. Biden, No. 2:21-cv-67 (N.D. Tex. filed June 3, 2021); see also Complaint, West Virginia v. Biden, No.…"
border wall funding,5,0.031025,0,Refugee funding suspension is unrelated,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","The “Refugee Funding Suspension” refers to the suspension of federal funding to USRAP nonprofit partners for their work processing refugee applications abroad and providing services to refugees domestically. USRAP nonprofit partners, including Plaintiff resettlement agencies, learned of the Refugee Funding Suspension on January 24, when PRM issued mass “Suspension Notices” directing resettlement agencies to immediately stop work, cancel obligations, and incur no new costs. Dkt. No. 31-3. Plaintiffs allege that, along with these Suspension Notices, the Refugee Funding Suspension also includes a sub silentio suspension, enacted without notice, of contractual reimbursements owed to USRAP partner nonprofits Case 2:25-cv-00255-JNW Document 45 Filed 02/28/25 Page 33 of 62 FINDINGS OF FACT, CONCLUSIONS OF LAW, AND ORDER ISSUING PRELIMINARY INJUNCTION - 34 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 for work already performed under cooperative agreements. See Dkt. No. 15-23 ¶¶…"
refugee resettlement,1,0.032522,3,Directly about refugee resettlement program operations and funding,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","The Act also denies the Executive Case 1:25-cv-00465 Document 1 Filed 02/18/25 Page 13 of 35 14 Branch any authority to defer spending except for three specified reasons; it forbids deferrals based on policy disagreements with Congress. Id. § 684(b). III. USCCB’s Refugee-Resettlement Program And Cooperative Agreements 37. Each year since the enactment of the Refugee Act of 1980, USCCB has entered into agreements with the federal government to provide initial-resettlement services for refugees. USCCB receives and coordinates the distribution of PRM awards for initial resettlement through its Migration & Refugee Service. USCCB partners with subrecipients, most of whom are local Catholic Charities, across the United States to accomplish this work. These partners are strategically chosen in concert with the State Department and state refugee coordinators to achieve goals such as partnering with subrecipients in locations that will facilitate family reunification efforts. 38. Today, USCCB …"
refugee resettlement,2,0.032522,2,About freezing funds for refugee resettlement programs despite broader OMB framing,"OMB temporarily pauses agency grant, loan, and financial assistance programs",,"[""Unspecified/Other""]",[],"114. HHS’s unilateral executive action to withhold or freeze funds appropriated by Congress for the refugee resettlement programs thus unconstitutionally infringes on Congress’s spending and appropriations powers. 115. Because HHS has arbitrarily and capriciously refused to provide the refugee resettlement program federal grants—effectively terminating the programs—the County is entitled to the declaratory and injunctive relief sought here. Case 1:25-cv-01058 Document 1 Filed 04/08/25 Page 29 of 33 30 PRAYER FOR RELIEF WHEREFORE, Plaintiff Harris County prays that this Court: 1. Declare that HHS’s sub silentio cancellation of congressional appropriations for the refugee resettlement programs, as applied to the County, is contrary to law under the APA; 2. Declare that HHS’s sub silentio cancellation of congressional appropriations for the refugee resettlement programs , as applied to the County, is arbitrary and capricious under the APA; 3. Declare that HHS’s sub silentio cancellation …"
refugee resettlement,3,0.031746,3,Directly about transferring initial refugee resettlement grants and contracts,President Trump transfers grant-making authority for initial resettlement grants and contracts from DOS to ORR,,"[""Unspecified/Other"", ""Unspecified/Other""]","[""Refugees""]","Presidential Documents 49007 Federal Register / Vol. 90, No. 209 / Friday, October 31, 2025 / Presidential Documents Presidential Determination No. 2025–14 of September 30, 2025 Presidential Determination on Transferring the United States Program of Initial Refugee Resettlement Memorandum for the Secretary of State [and] the Secretary of Health and Human Services By the authority vested in me as President by the Constitution and the laws of the United States of America, including section 412(b)(1) of the Immigration and Nationality Act (8 U.S.C. 1522(b)(1)), it is hereby ordered: Refugee resettlement must be conducted in a manner that serves the national interest, promotes efficient use of taxpayer dollars, protects the integrity of the United States immigration system, and supports refugees in achieving early economic self-sufficiency and assimilation into American society. Centralizing the responsibilities for all domestic resettlement under one executive department or agency (agenc…"
refugee resettlement,4,0.03101,2,Directly about refugee referrals and the refugee admissions pipeline,Foreign Affairs Manual section on Referrals for Refugee Status updated to remove references to transgender and intersex individuals,,"[""Unspecified/Other""]",[],"UNCLASSIFIED (U) 9 FAM 203.4 REFERRALS FOR REFUGEE STATUS (CT:VISA-2131; 02-26-2025) (Office of Origin: CA/VO) 9 FAM 203.4-1 REQUESTS FOR REFUGEE OR ASYLUM, REFERRALS OVERVIEW (CT:VISA-1995; 05-29-2024) a. Priority 1 (P-1) refugee cases include all cases individually identified and referred to the U.S. Refugee Admissions Program (USRAP) by the United Nations High Commissioner for Refugees (UNHCR), a U.S. embassy (see 9 FAM 203.4-2), or a non-governmental organization (see paragraph d below). b. In most instances, persons potentially in need of protection are served by UNHCR, which has an international mandate for refugee protection, and which may refer the individuals for third country resettlement. c. Requests at U.S. Missions: Individuals seeking temporary refuge or asylum in the United States sometimes approach diplomatic missions directly. (1) If someone approaches U.S. Government agency representatives seeking such assistance, missions should see the guidance in: (a) 2 FAM 227, R…"
refugee resettlement,5,0.030777,1,Firm resettlement doctrine is related but not refugee resettlement programming,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT""]","29, 2011] § 208.15 Definition of ‘‘firm resettlement.’’ An alien is considered to be firmly resettled if, prior to arrival in the United States, he or she entered into another country with, or while in that country received, an offer of permanent resident status, citizenship, or some other type of permanent resettlement unless he or she establishes: (a) That his or her entry into that country was a necessary consequence of his or her flight from persecution, that he or she remained in that country only as long as was necessary to arrange onward travel, and that he or she did not establish significant ties in that country; or (b) That the conditions of his or her residence in that country were so substantially and consciously restricted by the authority of the country of refuge that he or she was not in fact resettled. In making his or her determination, the asylum officer or immigration judge shall consider the conditions under which other residents of the country live; the type of ho…"
public charge rule,1,0.032787,3,Exact match on the public charge rule,USCIS issues final rule on public charge inadmissibility grounds,,"[""U.S. Citizenship and Immigration Services""]","[""Unspecified/Other"", ""Unspecified/Other""]","Public Charge USCIS is no longer applying the August 2019 Public Charge Final Rule. As a consequence, among other changes, USCIS will apply the public charge inadmissibility statute consistent with the 1999 Interim Field Guidance. In other words, USCIS is not considering an applicant’s receipt of Medicaid (except for long-term institutionalization at the government’s expense), public housing, or Supplemental Nutrition Assistance Program (SNAP) benefits as part of the public charge inadmissibility determination. Background On Nov. 2, 2020, the U.S. District Court for the Northern District of Illinois vacated the Inadmissibility on Public Charge Grounds final rule (84 Fed. Reg. 41,292 (Aug. 14, 2019)), as amended by Inadmissibility on Public Charge Grounds; Correction, 84 Fed. Reg. 52,357 (Oct. 2, 2019) (Public Charge Final Rule) nationwide. That decision was stayed by the U.S. Court of Appeals for the Seventh Circuit. On March 9, 2021, the Seventh Circuit lifted its stay and the U.S. D…"
public charge rule,2,0.029958,0,Modified criminal convictions are unrelated to public charge,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions",,"[""Attorney General"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","There, the Board established a rule that “a conviction will be found for immigration purposes” where: (1) a judge or jury has found the alien guilty or he has entered a plea of guilty or nolo contendere or has admitted sufficient facts to warrant a finding of guilty; (2) the judge has ordered some form of punishment, penalty, or restraint on the person’s liberty to be imposed (including but not limited to incarceration, probation, a fine or restitution, or community-based sanctions such as a rehabilitation program, a work-release or study- release program, revocation or suspension of a driver’s license, deprivation of nonessential activities or privileges, or community service); and (3) a judgment or adjudication of guilt may be entered if the person violates the terms of his probation or fails to comply with the requirements of the court’s order, without availability of further proceedings regarding the person’s guilt or innocence of the original charge. Id. at 551–52. Under Ozkok’s …"
public charge rule,3,0.029514,0,General USCIS discretion policy is not the public charge rule,USCIS updates policy on applying discretion in adjudications,,[],[],"[^ 60] For definitions of public safety and national security concerns, see Updated Guidance for the Referral of Cases and Issuance of Notices to Appear (NTAs) in Cases Involving Inadmissible and Deportable Aliens (PDF), PM-602-0050.1, issued June 28, 2018. [^ 61] The oﬀicer should not go behind the record of conviction to reassess an alien’s ultimate guilt or innocence, but rather inquire into the circumstances surrounding the commission of the crime in order to determine whether a favorable exercise of discretion is warranted. See Matter of Edwards (PDF), 20 I&N Dec. 191, 197 (BIA 1990). [^ 62] USCIS considers findings of juvenile delinquency on a case-by-case basis, based on the totality of the evidence, to determine whether a favorable exercise of discretion is warranted. Therefore, an adjustment applicant must disclose all arrests and charges. If any arrest or charge was disposed of as a matter of juvenile delinquency, the applicant must include the court or other public record t…"
public charge rule,4,0.029514,0,Border asylum rule is unrelated to public charge,Asylum seekers given less time to prepare for credible fear interviews,,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","81156 DEPARTMENT OF HOMELAND SECURITY 8 CFR Parts 208 and 235 [CIS No. 2778–24; Docket No: USCIS–2024– 0006] RIN 1615–AC92 DEPARTMENT OF JUSTICE Executive Office for Immigration Review 8 CFR Part 1208 [A.G. Order No. 6053–2024] RIN 1125–AB32 Securing the Border AGENCY: U.S. Citizenship and Immigration Services (‘‘USCIS’’), Department of Homeland Security (‘‘DHS’’); Executive Office for Immigration Review (‘‘EOIR’’), Department of Justice (‘‘DOJ’’). ACTION: Final rule; request for comments. SUMMARY: On June 3, 2024, the President signed a Proclamation under sections 212(f) and 215(a) of the Immigration and Nationality Act (‘‘INA’’) suspending and limiting the entry of certain noncitizens into the United States during emergency border circumstances. DHS and DOJ (‘‘the Departments’’) issued a complementary interim final rule (‘‘IFR’’) shortly thereafter. This final rule responds to public comments received on the IFR, makes certain revisions to the regulatory text, and seeks comment on p…"
public charge rule,5,0.029412,1,Public benefits eligibility is adjacent but not the public charge rule,HHS issues notice excluding undocumented immigrants from additional federal benefits,,"[""Unspecified/Other""]","[""Unspecified/Other""]","Plaintiff the District of Columbia is a municipal corporation organized under the Constitution of the United States. It is empowered to sue and be sued, and it is the local government for the territory constituting the permanent seat of the federal government. The District is represented by and through its chief legal officer, Attorney General Brian L. Schwalb. The Attorney General has general charge and conduct of all legal business of the District and all suits initiated by and against the District and is responsible for upholding the public interest. D.C. Code. § 1-301.81. 24. Plaintiff State of Hawai‘i, represented by and through its Attorney General Anne Lopez, is a sovereign state of the United States of America. The Attorney General is Hawaii’s chief legal officer and chief law enforcement officer and is authorized by Hawaii Revised Statues § 28-1 to pursue this action. 25. Plaintiff State of Illinois is a sovereign state in the United States of America. Illinois is represented…"
migrant protection protocols,1,0.032787,3,Exact match on MPP,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","1 OOD PM 21-26 Effective: June 24, 2021 To: All Immigration Court and Board of Immigration Appeals Personnel From: Jean King, Acting Director Date: June 24, 2021 MIGRANT PROTECTION PROTOCOLS AND MOTIONS TO REOPEN PURPOSE: Provides information regarding the adjudication of motions to reopen in Migrant Protection Protocols cases OWNER: Office of the Director AUTHORITY: 8 C.F.R. § 1003.0(b) CANCELLATION: None. I. Former Migrant Protection Protocols In January 2019, the Department of Homeland Security (DHS) implemented the Migrant Protection Protocols (MPP), which required certain individuals to wait in Mexico while awaiting adjudication by the Executive Office for Immigration Review (EOIR). See INA § 235(b)(2)(C) (authorizing the return of certain noncitizens to a contiguous territory pending removal proceedings under INA § 240); U.S. Dep’t of Homeland Security, Migrant Protection Protocols (Jan. 24, 2019), https://www.dhs.gov/news/2019/01/24/migrant-protection-protocols; see also Matter…"
migrant protection protocols,2,0.032002,0,CHNV parole litigation is not about MPP,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","At a minimum, granting the stay would facilitate needless human suffering before the courts have reached a final judgment regarding the legal arguments at issue, while denying the Government’s application would not have anything close to that kind of practical impact. 7 Cite as: 605 U. S. ____ (2025) JACKSON, J., dissenting * * * With the stakes as high as they are in this case, measured in terms of real harm to real people, one might reasonably expect the Government to step up to equity’s scale with a mountain of harm-related arguments, bolstered by evi­ dence. The Government bears the burden of showing why it, or the public, will be irreparably injured should it be pre­ vented from exercising its policy preferences now—i.e., while the lawfulness of this agency action is being litigated. This Court has repeatedly denied similar stay requests from federal agencies in recent years, unmoved by the bald contention that the Government is irreparably harmed whenever its “substantial intere…"
migrant protection protocols,3,0.031754,2,Main case is TPS related but the snippet substantially discusses MPP,DHS terminates Temporary Protected Status for Honduras,,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","25-2581, 2025 WL 2017247 (9th Cir. July 18, 2025) does not require the Court to limit postponement to the individual named Plaintiffs. There, ImmDef, an organizational plaintiff, sought relief against the government’s reimplementation of Migrant Protection Protocols (“MPP”) because Case 3:25-cv-05687-TLT Document 73 Filed 07/31/25 Page 35 of 37 36 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California reimplementation would impair ImmDef’s ability to represent their clients. 2025 WL 2017247 at *6–8. The Ninth Circuit “limit[ed] the district court’s § 705 Stay order to exempting ImmDef’s [current and future] clients from [Migrant Protection Protocols] MPP.” Id. at *14 (internal quotations omitted). In contrast, here, individual Plaintiffs seek relief from the Secretary’s TPS termination decisions and the standard remedy for these actions is to set aside an agency’s action if the action is found to be unlaw…"
migrant protection protocols,4,0.030777,0,Travel ban proclamation is unrelated,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban",,"[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","I therefore hereby proclaim the following: Section 1. Policy and Purpose. (a) It is the policy of the United States to protect its citizens from terrorist attacks and other public-safety threats. Screening and vetting protocols and procedures associated with visa adjudications and other immigration processes play a critical role in implementing that policy. They enhance our ability to detect foreign nationals who may commit, aid, or support acts of terrorism, or otherwise pose a safety threat, and they aid our eworts to prevent such individuals from entering the United States. (b) Information-sharing and identity-management protocols and practices of foreign governments are important for the ewectiveness of the screening and vetting protocols and procedures of the United States. Governments manage the identity and travel documents of their nationals and residents. They also control the circumstances under which they provide information about their nationals to other governments, inclu…"
