query,rank,score,relevance,reason,title,administration,agencies_affected,subject_matter,snippet
migrant protection protocols,1,6.994697,3,Exact match on MPP,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","1 OOD PM 21-26 Effective: June 24, 2021 To: All Immigration Court and Board of Immigration Appeals Personnel From: Jean King, Acting Director Date: June 24, 2021 MIGRANT PROTECTION PROTOCOLS AND MOTIONS TO REOPEN PURPOSE: Provides information regarding the adjudication of motions to reopen in Migrant Protection Protocols cases OWNER: Office of the Director AUTHORITY: 8 C.F.R. § 1003.0(b) CANCELLATION: None. I. Former Migrant Protection Protocols In January 2019, the Department of Homeland Security (DHS) implemented the Migrant Protection Protocols (MPP), which required certain individuals to wait in Mexico while awaiting adjudication by the Executive Office for Immigration Review (EOIR). See INA § 235(b)(2)(C) (authorizing the return of certain noncitizens to a contiguous territory pending removal proceedings under INA § 240); U.S. Dep’t of Homeland Security, Migrant Protection Protocols (Jan. 24, 2019), https://www.dhs.gov/news/2019/01/24/migrant-protection-protocols; see also Matter…"
migrant protection protocols,2,4.796936,2,Main discussion is about TPS litigation but the snippet substantially discusses MPP,DHS terminates Temporary Protected Status for Honduras,,"[""U.S. Citizenship and Immigration Services""]","[""TPS""]","25-2581, 2025 WL 2017247 (9th Cir. July 18, 2025) does not require the Court to limit postponement to the individual named Plaintiffs. There, ImmDef, an organizational plaintiff, sought relief against the government’s reimplementation of Migrant Protection Protocols (“MPP”) because Case 3:25-cv-05687-TLT Document 73 Filed 07/31/25 Page 35 of 37 36 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 United States District Court Northern District of California reimplementation would impair ImmDef’s ability to represent their clients. 2025 WL 2017247 at *6–8. The Ninth Circuit “limit[ed] the district court’s § 705 Stay order to exempting ImmDef’s [current and future] clients from [Migrant Protection Protocols] MPP.” Id. at *14 (internal quotations omitted). In contrast, here, individual Plaintiffs seek relief from the Secretary’s TPS termination decisions and the standard remedy for these actions is to set aside an agency’s action if the action is found to be unlaw…"
migrant protection protocols,3,0.06468,0,Travel ban proclamation is unrelated,"POTUS issues Presidential Proclamation, removing Chad from Travel Ban",,"[""Bureau of Consular Affairs""]","[""Visitor"", ""Unspecified/Other""]","I therefore hereby proclaim the following: Section 1. Policy and Purpose. (a) It is the policy of the United States to protect its citizens from terrorist attacks and other public-safety threats. Screening and vetting protocols and procedures associated with visa adjudications and other immigration processes play a critical role in implementing that policy. They enhance our ability to detect foreign nationals who may commit, aid, or support acts of terrorism, or otherwise pose a safety threat, and they aid our eworts to prevent such individuals from entering the United States. (b) Information-sharing and identity-management protocols and practices of foreign governments are important for the ewectiveness of the screening and vetting protocols and procedures of the United States. Governments manage the identity and travel documents of their nationals and residents. They also control the circumstances under which they provide information about their nationals to other governments, inclu…"
migrant protection protocols,4,-0.458774,1,Parole-program case is border-policy adjacent but not MPP,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","At a minimum, granting the stay would facilitate needless human suffering before the courts have reached a final judgment regarding the legal arguments at issue, while denying the Government’s application would not have anything close to that kind of practical impact. 7 Cite as: 605 U. S. ____ (2025) JACKSON, J., dissenting * * * With the stakes as high as they are in this case, measured in terms of real harm to real people, one might reasonably expect the Government to step up to equity’s scale with a mountain of harm-related arguments, bolstered by evi­ dence. The Government bears the burden of showing why it, or the public, will be irreparably injured should it be pre­ vented from exercising its policy preferences now—i.e., while the lawfulness of this agency action is being litigated. This Court has repeatedly denied similar stay requests from federal agencies in recent years, unmoved by the bald contention that the Government is irreparably harmed whenever its “substantial intere…"
migrant protection protocols,5,-1.12076,0,Travel ban order is unrelated,"POTUS issues EO 13780, extending travel ban and instructing agencies to enhance screening of certain foreign nationals",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Bureau of Consular Affairs""]","[""Unspecified/Other""]","Presidential Documents 13209 Federal Register Vol. 82, No. 45 Thursday, March 9, 2017 Title 3— The President Executive Order 13780 of March 6, 2017 Protecting the Nation From Foreign Terrorist Entry Into the United States By the authority vested in me as President by the Constitution and the laws of the United States of America, including the Immigration and Nationality Act (INA), 8 U.S.C. 1101 et seq., and section 301 of title 3, United States Code, and to protect the Nation from terrorist activities by foreign nationals admitted to the United States, it is hereby ordered as follows: Section 1. Policy and Purpose. (a) It is the policy of the United States to protect its citizens from terrorist attacks, including those committed by foreign nationals. The screening and vetting protocols and procedures associated with the visa-issuance process and the United States Refugee Admissions Program (USRAP) play a crucial role in detecting foreign nationals who may commit, aid, or support acts …"
expedited removal procedures,1,5.732856,3,Directly addresses expedited removal safeguards and procedures,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","162. If applied in expedited removal proceedings, the safe third country provision must be applied through the statutory credible fear interview process, with its attendant procedural Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 48 of 52 46 safeguards. Nothing in the safe third country provision purports to create an alternate expedited removal mechanism. 163. Because the Rule and Guidance provide for the expedited removal of asylum seekers without application of the low credible fear screening standard, right to consultation with and representation by counsel, and immigration judge review, the Rule and Guidance violate 8 U.S.C. § 1225(b)(1) and are contrary to law under the APA, 5 U.S.C. § 706(2)(A). SEVENTH CLAIM FOR RELIEF (Challenge to the Rule, Guidance, and Designations) (Violation of the APA, Arbitrary and Capricious) 164. The APA requires reasoned and reasonable policy-making. 165. The Rule, Guidance, and Designations are arbitrary and capricious in violation of t…"
expedited removal procedures,2,4.087653,3,Directly about expedited removal system and credible fear timing,Asylum seekers given less time to prepare for credible fear interviews,,"[""U.S. Citizenship and Immigration Services""]","[""Asylum, Withholding and CAT""]","On the merits, the Court concludes that Cuccinelli was not lawfully appointed to serve as acting Director and that, as a result, he lacked authority to issue the reduced-time-to-consult and prohibition-on-extensions directives. The remedy for that deficiency, moreover, is compelled by the FVRA and the APA: the Asylum Directives must be set aside. Finally, having reached that conclusion, the Court need not—and does not—reach Plaintiffs’ alternative legal challenges. Case 1:19-cv-02676-RDM Document 34 Filed 03/01/20 Page 5 of 55 6 I. BACKGROUND A. The Expedited Removal System Congress first introduced the concept of expedited removal when it enacted the Illegal Immigration Reform and Immigrant Responsibility Act (“IIRIRA”) in 1996. Pub. L. No. 104208, Div. C, 110 Stat. 3009–546, 3009 (1996) (codified as amended in scattered sections of 8 U.S.C.). Expedited removal procedures allow the Department of Homeland Security (“the Department”) to remove a subset of aliens—those arriving at the b…"
expedited removal procedures,3,1.834601,1,NTA filing guidance is removal-procedure related but not expedited removal specifically,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling",,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Executive Office for Immigration Review""]","[""Unspecified/Other""]","at 2120. The Court also acknowledged a regulation promulgated in 1997 “stating that a ‘notice to appear’ served on a noncitizen Cite as 27 I&N Dec. 441 (BIA 2018) Interim Decision #3935 444 need only provide ‘the time, place and date of the initial removal hearing, where practicable.’” Id. at 2111 (emphasis added) (quoting Inspection and Expedited Removal of Aliens; Detention and Removal of Aliens; Conduct of Removal Proceedings; Asylum Procedures, 62 Fed. Reg. 10,312, 10,332 (Mar. 6, 1997) (codified at 8 C.F.R. § 3.18 (1998))).1 Furthermore, the Court referred to the Government’s admission that, in the last 3 years, almost 100 percent of the notices to appear it served omitted the time and date of the proceeding and stated that the time, place, or date of the alien’s initial hearing was “to be determined.” Id. (citation omitted). While the Court held that such a notice to appear is insufficient to trigger the “stop-time” rule, it did not indicate that proceedings involving similar no…"
expedited removal procedures,4,1.760178,2,Directly discusses use of expedited removal in a parole-related case,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes",,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","In this litigation, Defendants have repeatedly contended that Plaintiffs will have the opportunity to renew their requests for immigration benefits if placed in removal proceedings.20 But even if Plaintiffs can renew requests for certain benefits, some requests may very well be denied simply because Plaintiffs would no longer be in lawful status. Defendants’ positions are also inconsistent. Despite claiming Plaintiffs could renew requests in removal proceedings, Defendants: (1) are defending the FRN, which states that the revoking of parole is designed to ensure expedited removal (thereby avoiding removal proceedings); and (2) insist that Plaintiffs can be subjected to expedited removal proceedings while acknowledging, at a hearing before this court, that Plaintiffs could not renew most immigration benefits requests if placed in expedited proceedings. See infra Part IV.A. Finally, Defendants neglect to mention that the Davidson Memorandum—which Defendants maintain is lawful—imposed an…"
expedited removal procedures,5,1.424712,2,Rule directly references expedited removal streamlining,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT""]","EOIR and USCIS issue final rule adding public health-related bars to asylum eligibility. The final rule implements three changes: - Expands the ""danger to the security of the United States"" bar to asylum eligibility to include public-health crises (""emergency public health concerns generated by a communicable disease""); - Provides for ""streamlining screening for potential eligibility for deferral of removal in the expedited removal process"" for noncitizens determined ineligible for asylum based on the third country transit rule; and - Authorizes DHS to place noncitizens found ineligible for asylum or withholding under the third country transit rule or under the ""danger to the security of the United States"" bar into asylum-and-withholding only proceedings, or to remove such individuals to a third country. The rule was signed by Chad Mizelle, Senior Official Performing the Duties of the General Counsel, on behalf of Acting Secretary Wolf, and by EOIR Director James McHenry. [ID #983]"
ICE detention standards,1,0.626626,1,Discusses ICE detention capacity but not detention standards,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","In September 2021, for example, CBP encountered approximately 192,000 individuals along the SWB.121 And as discussed above, even in August 2019, when MPP enrollments were at their zenith, CBP encountered nearly 63,000 individuals along the SWB. Meanwhile, ICE Enforcement and Removal Operations (ERO) is generally appropriated for approximately 34,000 detention beds nationwide with some modest fluctuation from year to year. This variance between border crossings and detention capacity is not new and was in fact the reality even when MPP was in place (see Appendix 1). From Fiscal Years 2013 to 2019, nearly three-quarters of single adult and family unit members who were encountered at the SWB were either never placed in or released from detention during the pendency of their proceedings—more than 1.1 million (41 percent) were never booked into ICE detention and nearly 900,000 (33 percent) were booked in for a period of time but released prior to the conclusion of their removal proceedings…"
ICE detention standards,2,-0.816012,1,About release from ICE detention in a specific case not standards generally,Federal judge in Oregon orders immediate release of asylum seeker from ICE detention,,"[""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]",[],Federal judge in Oregon orders immediate release of asylum seeker from ICE detention
ICE detention standards,3,-0.970903,1,References ICE detention role but focuses on ACA asylum procedures,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","border or who present themselves at ports of entry. CBP makes the initial determination whether an individual in expedited removal is “amenable” to removal pursuant to an ACA and, if so, refers the individual to USCIS for a “threshold screening interview.” 36. Defendant Todd Lyons is the Acting Director of ICE. He is sued in his official capacity. 37. Defendant ICE is the sub-agency of DHS that is responsible for carrying out removal orders and overseeing immigration detention. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 15 of 52 13 FACTS Protections for People Fleeing Persecution and Torture 38. Federal law provides three primary forms of protection for individuals fleeing persecution and torture: asylum under 8 U.S.C. § 1158; withholding of removal under 8 U.S.C. § 1231(b)(3); and protection under the Convention Against Torture (“CAT”), see 8 C.F.R. § 1208.16-18. 39. Asylum affords protection to individuals who have a “well-founded fear of persecution” on account of ra…"
ICE detention standards,4,-1.079256,1,About alleged unlawful arrests and detention but not detention standards,US citizen seek millions in damages after violent ICE arrests (RFC),,"[""Immigration and Customs Enforcement"", ""Unspecified/Other""]","[""Unspecified/Other""]","Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force."
ICE detention standards,5,-1.318274,1,About ICE arrests rather than detention standards,COVID-19: ICE reportedly resumes arrests after pausing due to pandemic,,[],[],COVID-19: ICE reportedly resumes arrests after pausing due to pandemic
asylum cooperative agreements interim final rule,1,8.560074,3,Exact match on the ACA interim final rule,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]",DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements
asylum cooperative agreements interim final rule,2,1.57686,1,Asylum rule related but not ACA,EOIR and USCIS issue communicable-disease security bars to asylum and withholding eligibility,,"[""Customs and Border Protection"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review""]","[""Asylum, Withholding and CAT""]","EOIR and USCIS issue final rule adding public health-related bars to asylum eligibility. The final rule implements three changes: - Expands the ""danger to the security of the United States"" bar to asylum eligibility to include public-health crises (""emergency public health concerns generated by a communicable disease""); - Provides for ""streamlining screening for potential eligibility for deferral of removal in the expedited removal process"" for noncitizens determined ineligible for asylum based on the third country transit rule; and - Authorizes DHS to place noncitizens found ineligible for asylum or withholding under the third country transit rule or under the ""danger to the security of the United States"" bar into asylum-and-withholding only proceedings, or to remove such individuals to a third country. The rule was signed by Chad Mizelle, Senior Official Performing the Duties of the General Counsel, on behalf of Acting Secretary Wolf, and by EOIR Director James McHenry. [ID #983]"
asylum cooperative agreements interim final rule,3,-0.207511,0,EAD extension rule is unrelated,DHS Ends Automatic Extension of Employment Authorization Documents,,"[""U.S. Citizenship and Immigration Services""]","[""Employment Verification"", ""Unspecified/Other""]","U.S. Citizenship and Immigration Services (USCIS) issued an interim final rule (IFR) to end the automatic 540-day extension under 8 C.F.R § 274a.13 of Form I-766 employment authorization documents (EADs) that were timely filed. Applications filed before October 30, 2025, will still receive the automatic extension. This policy applies to refugees, asylees, green-card applicants, and noncitizens applying for or granted withholding of removal, among others. The IFR does not affect automatic extension of EADs for Temporary Protected Status (TPS) beneficiaries under Immigration and Nationality Act (INA) § 244 or the validity of EADs that were automatically extended prior to October 30 or which are otherwise automatically extended by law or Federal Register notice. USCIS states the change aims to strengthen vetting and security checks, including more background checks and biometric data collection. USCIS acknowledges that this change could leave some individuals temporarily out of work. USC…"
asylum cooperative agreements interim final rule,4,-0.739516,0,Refugee cooperative agreements are different from asylum cooperative agreements,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,,"[""Unspecified/Other""]","[""Refugees"", ""Unspecified/Other""]","Although the suspension letter mentioned in passing an Executive Order pausing foreign aid, that Executive Order on its face does not apply to USCCB’s cooperative agreements, which exclusively provide “domestic assistance” to government-vetted refugees located in the United States. 8 U.S.C. § 1522(a)(3) (emphasis added). And the suspension letter’s nebulous reference to the State Department’s policy priorities did nothing to explain why USCCB’s agreements—suddenly after decades of continuity—might be inconsistent with those priorities. The government also has given no explanation for its tacit refusal to reimburse preJanuary 24 expenses under USCCB’s cooperative agreements. 11. Third, the Refugee Funding Suspension is unlawful because it was done without public notice and opportunity to comment. 5 U.S.C. § 553. The suspension is a legislative or substantive rule because it prospectively alters the legal rights or interests of USCCB and thousands of refugees already present in the Unit…"
asylum cooperative agreements interim final rule,5,-1.389301,1,Asylum policy related but not ACA,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","2. Asylum Officer Rule On August 20, 2021, DHS and DOJ promulgated a Notice of Proposed Rulemaking (NPRM) for the so-called “Asylum Officer Rule,” which seeks to address systemic problems with the asylum system in an enduring way consistent with the Administration’s values. Specifically, it amends the procedures for credible fear screenings and consideration of asylum, withholding of removal, and CAT, so as to streamline the asylum process and address the current backlogs in the system.140 The comment period of this NPRM recently closed, and DHS and DOJ are currently reviewing the comments received and working on a final rule. The proposed rule addresses the fact that the number of asylum and related protection claims at the SWB has increased dramatically over the years, that the system has not been able to keep pace, and that large immigration court backlogs and lengthy adjudicated delays are the result.141 As stated in the NPRM, the proposed rule also evidences this Administration’s…"
unaccompanied children ORR release policies,1,6.359507,2,Strongly relevant ORR policy on care placement and release though not the exact release rule,ORR proposes revisions to forms for services provided to unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Minors""]","279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s st…"
unaccompanied children ORR release policies,2,6.014701,3,Exact match on ORR release policy,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,,"[""Office of Refugee Resettlement""]","[""Detention"", ""Interior"", ""Minors""]","Policies related to influx care facilities are under Section 7. Section 2: Safe and Timely Release from ORR Care 1/27/15 Not Applicable 2.1 Summary of the Safe and Timely Release Process 1/27/15 6/18/19 - Revised wording to provide clarity. 2.2 Application for the Safe & Timely Release of UAC from ORR Care 1/27/15 6/18/19 - Renamed section and revised wording to provide clarity. 2.2.1 Identification of Qualified Sponsors 1/27/15 4/7/15 - Clarification that first cousins are Category 2 sponsors 4/11/16 - Clarification of sponsor category for children of unaccompanied alien children. 6/18/19 - Split category 2 sponsors into two separate sponsor categories, category 2A and category 2B. 3/8/2022-Clarifies what category of sponsorship applies for cases where a UC enters the United States with their biological child for each UC. 2.2.2 Contacting Potential Sponsors 1/27/15 Not Applicable 2.2.3 The Application for Release 1/27/15 8/24/15 - Added clarification that care providers confirm the r…"
unaccompanied children ORR release policies,3,3.79662,2,Clearly discusses ORR and reunifying unaccompanied children with sponsors,White House FY2020 Budget Proposal includes $8.6 billion in border wall funding,,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Border"", ""Interior""]","The discretionary request for ORR also reflects a commitment to ensuring unaccompanied immigrant children are unified with relatives and sponsors as safely and quickly as possible and to providing these children with care and services that align with child welfare best practices while they are in ORR’s custody. Such services would include expanded access to counsel to help children navigate complex immigration court proceedings. In addition, the discretionary request redresses past wrongs by providing resources for critical supportive services—including trauma and mental health services—to children cruelly separated from their families under the previous administration. 15  Expands Access to Family Planning Healthcare Services. The discretionary request provides $340 million, an increase of 18.7 percent, to the Title X Family Planning program. The increase in Title X funding would improve access to vital reproductive and preventative health services and advance gender and health equi…"
unaccompanied children ORR release policies,4,0.706281,1,Mentions unaccompanied children in litigation context but not ORR release policy,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other"", ""Executive Office for Immigration Review"", ""Unspecified/Other""]","[""Unspecified/Other"", ""Asylum, Withholding and CAT"", ""Unspecified/Other""]","2022). Other courts in this District have certified under Rule 23(b)(2) similar nationwide classes of noncitizens challenging restrictive immigration policies. See, e.g., Refugee & Immigrant Ctr. for Educ. & Legal Servs. v. Noem, 793 F. Supp. 3d 19, 103 (D.D.C. 2025) (noncitizens subject to presidential proclamation barring asylum at the border), appeal pending, D.C. Cir. No. 25-05243; P.J.E.S. v. Wolf, 502 F. Supp. 3d 492, 501-02, 509-10 (D.D.C. 2020) (unaccompanied children subject to “Title 42” expulsion policy); O.A. v. Trump, 404 F. Supp. 3d 109, 160 (D.D.C. 2019) (noncitizens subject to regulation restricting asylum); see also J.D. v. Azar, 925 F.3d 1291, 131225 (D.C. Cir. 2019) (pregnant noncitizen children); Ramirez v. ICE, 338 F. Supp. 3d 1, 42-50 Case 1:20-cv-00116-EGS Document 174 Filed 12/19/25 Page 2 of 10 3 (D.D.C. 2018) (noncitizen teens challenging transfers to ICE custody); R.I.L.-R. v. Johnson, 80 F. Supp. 3d 164, 179-83 (D.D.C. 2015) (noncitizen mothers and children…"
unaccompanied children ORR release policies,5,0.618899,2,Directly discusses TVPRA protections for MPP-unaccompanied children,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols",,"[""Unspecified/Other"", ""Unspecified/Other"", ""Unspecified/Other""]","[""Border"", ""Asylum, Withholding and CAT""]","Nor will the court define precisely what constitutes a meaningful opportunity to access TVPRA protections; it suffices to say that MPP-unaccompanied children must be provided a meaningful opportunity to access these rights. For instance, the TVPRA envisions that children will have extended timelines to develop and present asylum claims – their exemption from the one-year deadline to apply for asylum means that the children should have extended timelines, i.e., at least more than a year to do so. Rushing to remove a child within a matter of days or weeks would not comply with the injunction. Any efforts to remove children must comply with the TVPRA and the procedural safeguards set forth in this Order. B. Identification and Notice Safeguards. The government shall adopt safeguards and take steps to identify MPP-unaccompanied children encountered by defendants, and provide adequate and timely written notice of an unaccompanied child’s MPP status to the child, the ORR shelters in which an…"
ICE raids Los Angeles,1,6.926803,3,Directly reports ICE arrests in Los Angeles,COVID-19: ICE reportedly resumes arrests after pausing due to pandemic,,[],[],"The New York Times reports that ICE agents made 300 arrests in Los Angeles. More than a thousand others were arrested in New York, Atlanta and Phoenix, as well as in cities in Colorado, Idaho, Montana, Nevada, New Jersey, Utah, and Wyoming. [ID #1055]"
ICE raids Los Angeles,2,0.43817,1,About violent ICE arrests but not specifically Los Angeles raids,US citizen seek millions in damages after violent ICE arrests (RFC),,"[""Immigration and Customs Enforcement"", ""Unspecified/Other""]","[""Unspecified/Other""]","Several U.S. citizens are suing ICE and DHS for millions in damages, alleging they were violently arrested, unlawfully detained, and subjected to assault, battery, false imprisonment, and emotional distress despite being American citizens. The lawsuits includes cases such as a man arrested twice while at work and others caught in raids where ICE agents allegedly used excessive force."
ICE raids Los Angeles,3,-5.825466,1,No-match letters are not raids but snippet discusses fear of increased ICE raids,"SSA announces return of ""no-match"" letters",,"[""Social Security Administration""]","[""Workplace Enforcement""]","The National Restaurant Association, among other groups, sued over the rule change, arguing that it was overly burdensome on employers and would result in discrimination against workers who are perceived to be immigrants. They won — and the letters stopped coming in 2012 under President Obama. Last summer, the Social Security Administration said it would restart the practice in the spring of 2019, but has not explained why it opted to do so, industry sources complained. “There is not a lot of information coming out from the government about this, and some employers are petrified that ICE audits and raids will increase,” hospitality attorney Carolyn Richmond of Fox Rothschild told The Post. “We find the timing now very interesting given all the talk about immigration and the history of what happened,” Angelo Amador, regulatory counsel of the restaurant trade group that sued the feds in 2007, told The Post. “The hospitality industry is on the front lines of this,” he said. FILED UNDER E…"
ICE raids Los Angeles,4,-6.295538,0,ICE detention release in Oregon is unrelated,Federal judge in Oregon orders immediate release of asylum seeker from ICE detention,,"[""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]",[],Federal judge in Oregon orders immediate release of asylum seeker from ICE detention
ICE raids Los Angeles,5,-7.658878,0,Denaturalization in Los Angeles is unrelated to ICE raids,DOJ files denaturalization complaints against 3 U.S. citizens,,"[""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Unspecified/Other""]","CALIFORNIA LOCAL By BRITTNY MEJIA AUG 12, 2018 | 7:30 AM y h S New citizens during a naturalization ceremony at the L.A. Convention Center. (Mel Melcon / Los Angeles Times) ADVERTISEMENT TRIAL OFFER SUPPORT QUALITY NEWS 4 weeks for 99¢ SAVE NOW TRIAL OFFER | 4 weeks for 99¢ ħ TOPICS SUBSCRIBE 4 weeks for only 99¢ s LOG IN Working a Saturday shift in the stuffy Immigration and Naturalization Service office in downtown Los Angeles in the 1970s, Carl Shusterman came across a rap sheet. A man recently sworn in as a United States citizen had failed to disclose on his naturalization application that he had been arrested, but not convicted, in California on rape and theft charges. Shusterman, then a naturalization attorney, embarked on a months-long effort to do something that rarely happened: strip someone of their American citizenship. “We had to look it up to find out how to do this,” he said. “We’d never even heard of it.” PAID CONTENT Can a big state university really aspire to 'make li…"
OMB pauses agency grant loan financial assistance programs,1,7.999494,3,Exact match on the OMB pause,"OMB temporarily pauses agency grant, loan, and financial assistance programs",,"[""Unspecified/Other""]",[],"OMB temporarily pauses agency grant, loan, and financial assistance programs"
OMB pauses agency grant loan financial assistance programs,2,2.256034,1,Funding restrictions context is related but not the OMB-wide pause itself,HHS issues notice excluding undocumented immigrants from additional federal benefits,,"[""Unspecified/Other""]","[""Unspecified/Other""]","The January 21 Anti-DEI Order again fails to define “DEI,” “DEIA,” “diversity,” “equity,” or “inclusion.” It only purports that ““diversity, equity, and inclusion,” “DEI,” “diversity, equity, inclusion, and accessibility,” or “DEIA” policies are “illegal,” “dangerous,” and “immoral” and can violate federal civil rights laws.” Id. 244. On January 20, 2025, President Trump also issued an Executive Order titled “Defending Women from Gender Ideology Extremism and Restoring Biological Truth to the Federal Government” (“Gender Ideology EO”), directing that “federal funds shall not be used to promote gender ideology.” Exec. Order No. 14,168., 90 Fed. Reg. 8615 (Jan. 30, 2025), §2(f). The Order defines “gender ideology” as a “false claim” that “replaces the biological category of sex with an ever-shifting concept of self-assessed gender identity,” and that “includes the idea that there is a vast spectrum of genders that are disconnected from one’s sex.” Id. at §2(g). 245. On January 27, 2025,…"
OMB pauses agency grant loan financial assistance programs,3,-0.729634,0,Budget proposal content is unrelated,White House FY2020 Budget Proposal includes $8.6 billion in border wall funding,,"[""Customs and Border Protection"", ""Immigration and Customs Enforcement"", ""U.S. Citizenship and Immigration Services"", ""Unspecified/Other""]","[""Border"", ""Interior""]","9 The Balanced Budget and Emergency Deficit Control Act of 1985 had authorized an adjustment to the discretionary spending caps for appropriations designated by the Congress as being for ""disaster relief"" provided those appropriations are for activities carried out pursuant to a determination under the Robert T. Stafford Disaster Relief and Emergency Assistance Act. The 2022 Budget maintains the same methodology for determining the funding ceiling for disaster funding for 2022 and OMB currently sets its request at the estimated ceiling of $18.9 billion. Further details, including any revisions necessary to account for changes to the ceiling estimate and the specific allocations of disaster relief funding requested for 2022, will be provided in the Budget. 7 The 2022 request shifts the Formerly Utilized Sites Remedial Action Program (FUSRAP) from the Corps to DOE; setting aside the FUSRAP shift, the change from 2021 is a 10‐percent decrease to the Corps non‐defense budget. 5 The State …"
